Player,Team,Att,Yds,Y/A,TD,1stD,Long,Fumb,FumL,Date
Rhamondre Stevenson,NE,25,71,2.8,0,4,12,0,0,1/25
Drake Maye,NE,10,65,6.5,1,6,28,0,0,1/25
Kenneth Walker III,SEA,19,62,3.3,1,3,11,0,0,1/25
Blake Corum,LAR,9,55,6.1,0,3,19,0,0,1/25
Kyren Williams,LAR,10,39,3.9,0,2,11,0,0,1/25
RJ Harvey,DEN,13,37,2.8,0,1,9,0,0,1/25
Jarrett Stidham,DEN,4,23,5.8,0,0,8,1,1,1/25
Matthew Stafford,LAR,2,16,8,0,2,13,1,0,1/25
Jaleel McLaughlin,DEN,4,11,2.8,0,0,5,0,0,1/25
Sam Darnold,SEA,3,9,3,0,1,14,1,0,1/25
TreVeyon Henderson,NE,3,5,1.7,0,0,4,0,0,1/25
Tyler Badie,DEN,1,4,4,0,1,4,0,0,1/25
Puka Nacua,LAR,1,4,4,0,0,4,0,0,1/25
George Holani,SEA,3,4,1.3,0,0,3,0,0,1/25
Adam Prentice,DEN,1,3,3,0,1,3,0,0,1/25
Pat Bryant,DEN,1,1,1,0,0,1,0,0,1/25
Rashid Shaheed,SEA,1,0,0,0,0,0,0,0,1/25
James Cook III,BUF,24,117,4.9,0,5,24,1,1,1/18
Kenneth Walker III,SEA,19,116,6.1,3,7,15,0,0,1/18
Kyren Williams,LAR,21,87,4.1,2,4,10,0,0,1/18
D'Andre Swift,CHI,19,76,4,0,3,13,0,0,1/18
Rhamondre Stevenson,NE,16,70,4.4,0,4,20,0,0,1/18
Josh Allen,BUF,12,66,5.5,0,8,26,3,2,1/18
Caleb Williams,CHI,5,40,8,0,4,26,0,0,1/18
Brock Purdy,SF,5,37,7.4,0,2,18,1,1,1/18
Kyle Monangai,CHI,13,36,2.8,0,3,15,0,0,1/18
Christian McCaffrey,SF,11,35,3.2,0,1,8,0,0,1/18
Bo Nix,DEN,12,29,2.4,0,4,11,1,0,1/18
Jordan James,SF,6,28,4.7,0,1,7,0,0,1/18
Rashid Shaheed,SEA,2,27,13.5,0,1,30,0,0,1/18
TreVeyon Henderson,NE,12,25,2.1,0,0,6,0,0,1/18
Jaleel McLaughlin,DEN,4,21,5.3,0,1,13,0,0,1/18
RJ Harvey,DEN,6,20,3.3,0,1,12,0,0,1/18
Zach Charbonnet,SEA,5,20,4,0,1,15,0,0,1/18
Blake Corum,LAR,6,19,3.2,0,1,7,0,0,1/18
Woody Marks,HOU,14,17,1.2,0,0,8,1,1,1/18
Nick Chubb,HOU,4,14,3.5,0,1,7,0,0,1/18
C.J. Stroud,HOU,2,11,5.5,0,1,10,0,0,1/18
Drake Maye,NE,4,10,2.5,0,1,8,4,2,1/18
Velus Jones Jr.,SEA,6,10,1.7,0,0,6,0,0,1/18
DJ Moore,CHI,1,8,8,0,1,8,0,0,1/18
Mac Jones,SF,1,7,7,0,1,7,0,0,1/18
Cade Stover,HOU,2,6,3,0,2,4,0,0,1/18
Puka Nacua,LAR,2,6,3,0,1,4,0,0,1/18
Brian Robinson Jr.,SF,3,4,1.3,0,0,2,0,0,1/18
AJ Barner,SEA,1,2,2,0,1,2,0,0,1/18
Jordan Whittington,LAR,1,0,0,0,0,0,0,0,1/18
Luther Burden III,CHI,1,0,0,0,0,0,0,0,1/18
Matthew Stafford,LAR,1,-1,-1,0,0,-1,2,0,1/18
Kyle Juszczyk,SF,1,-3,-3,0,0,-3,1,0,1/18
Woody Marks,HOU,19,112,5.9,1,5,20,0,0,1/11
Saquon Barkley,PHI,26,106,4.1,0,6,29,0,0,1/11
Travis Etienne Jr.,JAX,10,67,6.7,0,3,26,0,0,1/11
Drake Maye,NE,10,66,6.6,0,4,37,2,1,1/11
Kyren Williams,LAR,13,57,4.4,0,1,8,0,0,1/11
Justin Herbert,LAC,10,57,5.7,0,4,16,2,1,1/11
Josh Jacobs,GB,19,55,2.9,0,3,13,1,0,1/11
D'Andre Swift,CHI,13,54,4.2,1,1,8,0,0,1/11
Rhamondre Stevenson,NE,10,53,5.3,0,2,13,0,0,1/11
Bhayshul Tuten,JAX,4,51,12.8,0,3,20,0,0,1/11
Christian McCaffrey,SF,15,48,3.2,0,1,10,0,0,1/11
Nick Chubb,HOU,10,48,4.8,0,2,9,0,0,1/11
James Cook III,BUF,15,46,3.1,0,3,11,0,0,1/11
Chuba Hubbard,CAR,13,46,3.5,2,4,8,0,0,1/11
Blake Corum,LAR,11,45,4.1,0,1,8,0,0,1/11
Jaylen Warren,PIT,12,43,3.6,0,3,12,0,0,1/11
Josh Allen,BUF,11,33,3,2,5,10,0,0,1/11
Trevor Lawrence,JAX,6,31,5.2,0,2,18,0,0,1/11
Kimani Vidal,LAC,11,31,2.8,0,3,10,0,0,1/11
TreVeyon Henderson,NE,9,27,3,0,1,15,0,0,1/11
Kyle Monangai,CHI,8,27,3.4,0,3,9,0,0,1/11
Brock Purdy,SF,9,24,2.7,0,4,8,1,0,1/11
Bryce Young,CAR,3,24,8,1,1,16,0,0,1/11
Caleb Williams,CHI,4,20,5,0,1,11,1,0,1/11
Kenneth Gainwell,PIT,6,20,3.3,0,2,14,0,0,1/11
Tank Bigsby,PHI,4,19,4.8,0,1,9,0,0,1/11
Chris Brooks,GB,1,16,16,0,1,16,0,0,1/11
Puka Nacua,LAR,3,14,4.7,1,1,5,0,0,1/11
Jayden Reed,GB,1,14,14,0,1,14,0,0,1/11
Jalen Hurts,PHI,5,14,2.8,0,3,4,0,0,1/11
Jordan Love,GB,1,11,11,0,1,11,1,0,1/11
Rico Dowdle,CAR,5,9,1.8,0,0,8,0,0,1/11
Cade Stover,HOU,1,4,4,0,1,4,0,0,1/11
Trevor Etienne,CAR,1,4,4,0,0,4,1,1,1/11
Emanuel Wilson,GB,1,3,3,0,0,3,0,0,1/11
LeQuint Allen Jr.,JAX,1,3,3,0,0,3,0,0,1/11
Skyy Moore,SF,1,3,3,0,0,3,1,0,1/11
Parker Washington,JAX,2,2,1,0,0,5,0,0,1/11
Cole Kmet,CHI,1,1,1,0,0,1,0,0,1/11
Dallas Goedert,PHI,1,1,1,1,1,1,0,0,1/11
C.J. Stroud,HOU,1,0,0,0,0,0,5,2,1/11
Matthew Stafford,LAR,2,0,0,0,1,2,0,0,1/11
Omarion Hampton,LAC,1,-1,-1,0,0,-1,0,0,1/11
Luther Burden III,CHI,1,-4,-4,0,0,-4,0,0,1/11
DJ Moore,CHI,1,-5,-5,0,0,-5,0,0,1/11
Derrick Henry,BAL,36,216,6,4,14,30,0,0,12/28
Bijan Robinson,ATL,22,195,8.9,1,4,93,0,0,12/28
Christian McCaffrey,SF,23,140,6.1,1,8,41,0,0,12/28
Breece Hall,NYJ,14,111,7.9,1,4,59,0,0,12/28
Zach Charbonnet,SEA,18,110,6.1,2,8,29,0,0,12/28
Jacory Croskey-Merritt,WAS,11,105,9.5,2,3,72,0,0,12/28
Malik Davis,DAL,20,103,5.2,0,2,21,0,0,12/28
Chase Brown,CIN,22,101,4.6,2,5,25,0,0,12/28
Audric Estime,NO,14,94,6.7,1,5,32,0,0,12/28
Kyren Williams,LAR,13,92,7.1,0,4,22,0,0,12/28
Tony Pollard,TEN,18,85,4.7,0,4,25,0,0,12/28
De'Von Achane,MIA,18,83,4.6,0,5,18,0,0,12/28
TreVeyon Henderson,NE,19,82,4.3,0,4,17,0,0,12/28
Travis Etienne Jr.,JAX,17,76,4.5,0,4,13,0,0,12/28
James Cook III,BUF,20,74,3.7,0,3,10,0,0,12/28
Woody Marks,HOU,19,71,3.7,0,3,19,0,0,12/28
Jonathan Taylor,IND,21,70,3.3,1,5,10,0,0,12/28
Saquon Barkley,PHI,19,68,3.6,0,4,16,0,0,12/28
Jordan Addison,MIN,1,65,65,1,1,65,0,0,12/28
Jaylen Warren,PIT,12,64,5.3,0,3,15,1,0,12/28
Tyrone Tracy Jr.,NYG,14,62,4.4,0,2,23,0,0,12/28
Malik Willis,GB,9,60,6.7,2,4,22,1,1,12/28
Ashton Jeanty,LV,16,60,3.8,0,4,24,0,0,12/28
Tyler Huntley,BAL,8,60,7.5,0,5,25,0,0,12/28
Rico Dowdle,CAR,12,59,4.9,0,2,11,0,0,12/28
Jaylen Wright,MIA,5,56,11.2,0,1,32,0,0,12/28
Javonte Williams,DAL,13,54,4.2,1,4,9,0,0,12/28
D'Andre Swift,CHI,9,54,6,2,3,22,0,0,12/28
Aaron Jones Sr.,MIN,18,53,2.9,1,3,10,0,0,12/28
Kenneth Walker III,SEA,15,51,3.4,0,1,16,1,0,12/28
Jaxson Dart,NYG,9,48,5.3,2,6,17,0,0,12/28
Rhamondre Stevenson,NE,8,47,5.9,1,3,24,0,0,12/28
Devin Singletary,NYG,8,45,5.6,1,3,29,0,0,12/28
RJ Harvey,DEN,14,43,3.1,0,3,11,0,0,12/28
Bo Nix,DEN,9,42,4.7,1,4,14,0,0,12/28
Jahmyr Gibbs,DET,17,41,2.4,0,1,8,1,1,12/28
Jaleel McLaughlin,DEN,7,40,5.7,0,1,15,0,0,12/28
Kareem Hunt,KC,7,38,5.4,0,4,14,0,0,12/28
Kyle Monangai,CHI,8,38,4.8,0,2,18,0,0,12/28
Justin Herbert,LAC,6,37,6.2,0,1,28,2,0,12/28
Jawhar Jordan,HOU,8,36,4.5,0,1,10,0,0,12/28
Isiah Pacheco,KC,9,32,3.6,0,1,13,0,0,12/28
Keaton Mitchell,BAL,9,31,3.4,0,3,14,0,0,12/28
Kene Nwangwu,NYJ,6,31,5.2,0,2,16,0,0,12/28
Hunter Luepke,DAL,7,30,4.3,0,1,8,0,0,12/28
Omarion Hampton,LAC,14,29,2.1,1,1,5,0,0,12/28
Michael Carter,ARI,7,29,4.1,0,2,11,0,0,12/28
Brock Purdy,SF,6,28,4.7,2,3,10,0,0,12/28
Josh Allen,BUF,7,27,3.9,2,3,17,2,1,12/28
Dylan Sampson,CLE,11,27,2.5,0,0,6,0,0,12/28
Bryce Young,CAR,9,27,3,1,3,11,0,0,12/28
Kenneth Gainwell,PIT,7,26,3.7,0,1,15,0,0,12/28
Connor Heyward,PIT,2,26,13,0,1,29,0,0,12/28
Trevor Lawrence,JAX,8,26,3.3,2,4,11,0,0,12/28
David Montgomery,DET,10,25,2.5,0,2,8,0,0,12/28
Deebo Samuel,WAS,2,25,12.5,0,1,29,0,0,12/28
Ty Chandler,MIN,7,24,3.4,0,1,5,0,0,12/28
Dak Prescott,DAL,4,24,6,0,3,12,0,0,12/28
Tyler Allgeier,ATL,10,23,2.3,0,1,6,0,0,12/28
Drake Maye,NE,3,22,7.3,0,2,11,0,0,12/28
Brian Robinson Jr.,SF,4,22,5.5,0,1,15,0,0,12/28
Raheim Sanders,CLE,8,21,2.6,0,0,6,0,0,12/28
DeeJay Dallas,JAX,2,21,10.5,0,1,17,0,0,12/28
Shedeur Sanders,CLE,4,20,5,0,0,11,0,0,12/28
Bucky Irving,TB,9,19,2.1,0,2,12,0,0,12/28
Caleb Williams,CHI,5,18,3.6,0,2,6,0,0,12/28
Blake Corum,LAR,6,18,3,0,0,5,0,0,12/28
Max Brosmer,MIN,2,16,8,0,1,11,1,0,12/28
Baker Mayfield,TB,3,16,5.3,0,2,11,2,1,12/28
Emanuel Wilson,GB,3,16,5.3,0,0,6,0,0,12/28
Ty Johnson,BUF,5,15,3,0,0,8,0,0,12/28
Chuba Hubbard,CAR,4,12,3,0,0,7,1,1,12/28
Chris Oladokun,KC,2,11,5.5,0,0,7,1,0,12/28
Emari Demercado,ARI,5,11,2.2,0,1,4,0,0,12/28
Isaiah Davis,NYJ,3,11,3.7,0,0,12,0,0,12/28
Tahj Brooks,CIN,3,10,3.3,0,1,5,0,0,12/28
Cam Ward,TEN,2,10,5,0,0,5,2,1,12/28
Skyy Moore,SF,1,10,10,0,1,10,0,0,12/28
Josh Johnson,WAS,2,10,5,0,0,5,0,0,12/28
Trayveon Williams,CLE,2,10,5,0,1,9,0,0,12/28
Rachaad White,TB,2,10,5,0,0,7,0,0,12/28
Jonnu Smith,PIT,2,9,4.5,0,0,7,0,0,12/28
Xavier Hutchinson,HOU,1,8,8,0,1,8,0,0,12/28
Sean Tucker,TB,2,8,4,0,1,6,0,0,12/28
Tre' Harris,LAC,1,7,7,0,0,7,0,0,12/28
Tank Bigsby,PHI,2,7,3.5,0,0,5,0,0,12/28
Chimere Dike,TEN,1,7,7,0,0,7,0,0,12/28
Jaylen Waddle,MIA,1,7,7,0,0,7,0,0,12/28
Aaron Rodgers,PIT,1,6,6,0,0,6,1,0,12/28
Tyler Shough,NO,4,6,1.5,0,0,7,1,0,12/28
Quinn Ewers,MIA,4,5,1.3,0,1,7,1,0,12/28
Jalen Hurts,PHI,3,5,1.7,0,0,4,0,0,12/28
Samaje Perine,CIN,3,5,1.7,1,2,3,0,0,12/28
D'Ernest Johnson,NE,4,5,1.3,0,0,3,0,0,12/28
Khalil Herbert,NYJ,2,5,2.5,0,0,4,0,0,12/28
Isaiah Williams,NYJ,1,5,5,0,0,5,0,0,12/28
Ronnie Rivers,LAR,1,5,5,0,1,5,0,0,12/28
Kalel Mullings,TEN,1,4,4,0,1,4,0,0,12/28
Ray Davis,BUF,1,4,4,0,1,4,0,0,12/28
Adam Prentice,DEN,2,3,1.5,0,1,3,0,0,12/28
LeQuint Allen Jr.,JAX,1,3,3,0,0,3,0,0,12/28
Josh Jacobs,GB,4,3,0.8,0,0,1,0,0,12/28
Evan Hull,NO,2,3,1.5,0,0,3,0,0,12/28
Jared Goff,DET,3,2,0.7,0,1,2,3,3,12/28
Will Shipley,PHI,2,2,1,0,0,4,0,0,12/28
Sam Darnold,SEA,3,2,0.7,0,0,3,2,1,12/28
Jaylin Noel,HOU,1,2,2,0,0,2,0,0,12/28
Joe Flacco,CIN,4,2,0.5,0,1,5,0,0,12/28
Joe Burrow,CIN,3,2,0.7,0,1,2,0,0,12/28
Corey Kiner,ARI,1,2,2,0,0,2,0,0,12/28
Tyjae Spears,TEN,6,2,0.3,0,0,1,0,0,12/28
Zamir White,LV,1,2,2,0,0,2,0,0,12/28
Brady Cook,NYJ,2,1,0.5,0,1,1,0,0,12/28
Xavier Worthy,KC,1,1,1,0,0,1,0,0,12/28
Jaret Patterson,LAC,1,1,1,0,0,1,0,0,12/28
Nick Chubb,HOU,1,1,1,0,0,1,0,0,12/28
Geno Smith,LV,1,1,1,0,0,1,0,0,12/28
Malik Washington,MIA,1,1,1,0,0,1,0,0,12/28
Mitchell Evans,CAR,1,1,1,0,1,1,0,0,12/28
Kirk Cousins,ATL,1,1,1,0,0,1,0,0,12/28
Tre Tucker,LV,2,0,0,0,1,10,0,0,12/28
Clayton Tune,GB,1,0,0,0,0,0,0,0,12/28
C.J. Stroud,HOU,4,0,0,0,0,2,0,0,12/28
Taysom Hill,NO,3,0,0,0,0,1,0,0,12/28
Philip Rivers,IND,1,-1,-1,0,0,-1,0,0,12/28
Joshua Dobbs,NE,2,-1,-0.5,0,0,0,0,0,12/28
Jeremy McNichols,WAS,1,-2,-2,0,0,-2,0,0,12/28
Parker Washington,JAX,1,-5,-5,0,0,-5,0,0,12/28
Greg Dulcich,MIA,1,-7,-7,0,0,-7,0,0,12/28
Jaylen Warren,PIT,14,143,10.2,2,4,45,0,0,12/21
Saquon Barkley,PHI,21,132,6.3,1,7,48,0,0,12/21
Derrick Henry,BAL,18,128,7.1,2,5,23,1,1,12/21
Ashton Jeanty,LV,24,128,5.3,1,3,51,0,0,12/21
James Cook III,BUF,16,117,7.3,2,5,44,0,0,12/21
Christian McCaffrey,SF,21,117,5.6,0,6,24,0,0,12/21
Tony Pollard,TEN,21,102,4.9,0,3,15,1,0,12/21
Kenneth Walker III,SEA,11,100,9.1,1,3,55,0,0,12/21
Omarion Hampton,LAC,16,85,5.3,1,4,18,0,0,12/21
Aaron Jones Sr.,MIN,21,85,4,0,5,15,0,0,12/21
Emanuel Wilson,GB,14,82,5.9,0,5,14,0,0,12/21
De'Von Achane,MIA,15,81,5.4,1,1,48,0,0,12/21
Tyler Allgeier,ATL,16,79,4.9,0,4,12,0,0,12/21
Bijan Robinson,ATL,16,76,4.8,0,4,29,0,0,12/21
Tyrone Tracy Jr.,NYG,16,71,4.4,0,3,18,0,0,12/21
Bucky Irving,TB,19,71,3.7,0,4,12,0,0,12/21
Kyren Williams,LAR,23,70,3,0,3,8,0,0,12/21
Chase Brown,CIN,12,66,5.5,1,2,12,0,0,12/21
Michael Carter,ARI,11,65,5.9,0,2,22,0,0,12/21
Chris Rodriguez Jr.,WAS,15,63,4.2,1,5,20,0,0,12/21
D'Andre Swift,CHI,13,58,4.5,0,2,9,0,0,12/21
Breece Hall,NYJ,16,54,3.4,0,5,7,0,0,12/21
Jawhar Jordan,HOU,15,53,3.5,0,3,12,0,0,12/21
Tyjae Spears,TEN,13,52,4,1,4,15,0,0,12/21
Rhamondre Stevenson,NE,8,51,6.4,1,3,21,0,0,12/21
Kyle Monangai,CHI,9,50,5.6,0,4,13,0,0,12/21
Travis Etienne Jr.,JAX,16,50,3.1,0,2,24,0,0,12/21
RJ Harvey,DEN,7,50,7.1,1,3,38,0,0,12/21
Kenneth Gainwell,PIT,9,50,5.6,0,3,18,0,0,12/21
Shedeur Sanders,CLE,4,49,12.3,0,2,16,0,0,12/21
Baker Mayfield,TB,4,49,12.3,0,2,26,0,0,12/21
Blake Corum,LAR,14,48,3.4,1,4,9,0,0,12/21
Devin Singletary,NYG,11,47,4.3,0,3,8,0,0,12/21
Jonathan Taylor,IND,16,46,2.9,1,4,7,0,0,12/21
Rachaad White,TB,5,45,9,0,1,39,0,0,12/21
Malik Willis,GB,10,44,4.4,0,3,13,1,0,12/21
Justin Herbert,LAC,8,42,5.3,1,3,34,1,0,12/21
Taysom Hill,NO,12,42,3.5,0,3,8,1,1,12/21
Raheim Sanders,CLE,11,42,3.8,0,4,9,0,0,12/21
Jalen Hurts,PHI,7,40,5.7,0,3,16,1,0,12/21
Tank Bigsby,PHI,4,37,9.3,1,2,22,0,0,12/21
Jaleel McLaughlin,DEN,5,37,7.4,0,1,16,0,0,12/21
Josh Jacobs,GB,12,36,3,0,2,7,1,1,12/21
Jaylen Wright,MIA,9,35,3.9,1,3,10,0,0,12/21
Javonte Williams,DAL,9,34,3.8,0,1,8,0,0,12/21
Isiah Pacheco,KC,8,34,4.3,0,2,6,0,0,12/21
Nick Chubb,HOU,6,33,5.5,0,1,30,0,0,12/21
Zach Charbonnet,SEA,9,32,3.6,1,3,9,0,0,12/21
Corey Kiner,ARI,6,32,5.3,0,2,9,0,0,12/21
Rashid Shaheed,SEA,1,31,31,0,1,31,0,0,12/21
Caleb Williams,CHI,3,30,10,0,1,12,0,0,12/21
Malachi Corley,CLE,3,30,10,0,2,14,0,0,12/21
Emari Demercado,ARI,5,30,6,0,1,12,0,0,12/21
Rico Dowdle,CAR,9,29,3.2,0,2,13,0,0,12/21
Jonnu Smith,PIT,2,28,14,0,1,20,0,0,12/21
Chuba Hubbard,CAR,6,27,4.5,0,4,10,0,0,12/21
Drake Maye,NE,10,25,2.5,0,3,16,2,1,12/21
Jacory Croskey-Merritt,WAS,8,25,3.1,1,2,13,0,0,12/21
Samaje Perine,CIN,7,25,3.6,1,3,7,0,0,12/21
Jimmy Horn Jr.,CAR,1,25,25,0,1,25,0,0,12/21
Malik Davis,DAL,8,23,2.9,0,2,8,0,0,12/21
Quinshon Judkins,CLE,8,22,2.8,0,2,5,0,0,12/21
J.J. McCarthy,MIN,2,20,10,1,1,12,1,1,12/21
Trevor Lawrence,JAX,6,20,3.3,1,5,10,0,0,12/21
Bryce Young,CAR,4,20,5,0,0,9,0,0,12/21
Brian Robinson Jr.,SF,5,20,4,0,1,11,0,0,12/21
Audric Estime,NO,5,19,3.8,0,2,5,0,0,12/21
Zay Flowers,BAL,1,18,18,1,1,18,1,1,12/21
Josh Allen,BUF,7,17,2.4,0,2,7,0,0,12/21
Trayveon Williams,CLE,3,17,5.7,0,1,11,0,0,12/21
Ty Johnson,BUF,3,16,5.3,1,2,9,0,0,12/21
Ray Davis,BUF,3,14,4.7,0,1,8,0,0,12/21
Hassan Haskins,LAC,4,14,3.5,0,1,7,0,0,12/21
Dak Prescott,DAL,2,14,7,0,1,8,0,0,12/21
David Montgomery,DET,4,14,3.5,0,1,17,0,0,12/21
KaVontae Turpin,DAL,2,13,6.5,0,0,9,0,0,12/21
Keaton Mitchell,BAL,9,13,1.4,0,1,5,0,0,12/21
DJ Moore,CHI,1,12,12,0,1,12,0,0,12/21
Mason Tipton,NO,1,12,12,0,1,12,0,0,12/21
Bo Nix,DEN,4,11,2.8,0,1,12,1,1,12/21
Brock Purdy,SF,2,11,5.5,0,1,9,1,0,12/21
Kimani Vidal,LAC,5,11,2.2,0,1,6,0,0,12/21
Tre Tucker,LV,2,11,5.5,0,0,8,0,0,12/21
LeQuint Allen Jr.,JAX,4,10,2.5,0,0,5,0,0,12/21
Tyler Goodson,IND,3,9,3,0,0,6,0,0,12/21
Savion Williams,GB,2,9,4.5,0,0,6,0,0,12/21
Aaron Rodgers,PIT,2,9,4.5,0,0,7,0,0,12/21
Cam Ward,TEN,4,9,2.3,0,1,11,0,0,12/21
Malik Washington,MIA,1,9,9,1,1,9,0,0,12/21
Gardner Minshew,KC,1,8,8,0,0,8,0,0,12/21
Tyler Shough,NO,2,8,4,0,0,4,0,0,12/21
Isaiah Davis,NYJ,3,8,2.7,0,0,5,0,0,12/21
Jordan Love,GB,2,7,3.5,0,1,7,1,0,12/21
Joe Milton III,DAL,1,7,7,0,0,7,1,1,12/21
Chris Oladokun,KC,2,7,3.5,0,0,5,1,0,12/21
Tahj Brooks,CIN,4,7,1.8,0,0,3,0,0,12/21
Sam Darnold,SEA,3,7,2.3,0,1,4,0,0,12/21
Jaxson Dart,NYG,2,7,3.5,0,1,4,0,0,12/21
Lamar Jackson,BAL,2,7,3.5,0,0,4,0,0,12/21
Matthew Stafford,LAR,2,6,3,0,0,4,0,0,12/21
Jayden Reed,GB,1,6,6,0,0,6,0,0,12/21
Joe Burrow,CIN,2,6,3,0,1,5,0,0,12/21
Raheem Mostert,LV,1,6,6,0,0,6,0,0,12/21
Quinn Ewers,MIA,2,5,2.5,0,0,5,0,0,12/21
Jordan Mason,MIN,2,5,2.5,0,0,5,0,0,12/21
Jacoby Brissett,ARI,1,5,5,0,1,5,0,0,12/21
Chris Brooks,GB,1,4,4,0,0,4,0,0,12/21
Zavier Scott,MIN,2,4,2,0,1,4,0,0,12/21
Matthew Golden,GB,2,4,2,0,0,3,0,0,12/21
Jeremy McNichols,WAS,1,3,3,0,0,3,0,0,12/21
Marvin Mims Jr.,DEN,1,3,3,0,0,3,0,0,12/21
Evan Hull,NO,5,3,0.6,0,0,3,0,0,12/21
C.J. Ham,MIN,1,3,3,0,0,3,0,0,12/21
Wan'Dale Robinson,NYG,1,3,3,0,0,3,0,0,12/21
Sean Tucker,TB,4,3,0.8,1,1,3,0,0,12/21
TreVeyon Henderson,NE,5,3,0.6,0,0,6,0,0,12/21
Mark Andrews,BAL,1,3,3,0,1,3,0,0,12/21
Josh Downs,IND,1,3,3,0,0,3,0,0,12/21
Jahmyr Gibbs,DET,7,2,0.3,0,1,6,1,0,12/21
Brady Cook,NYJ,1,2,2,0,0,2,1,1,12/21
Kareem Hunt,KC,3,2,0.7,0,1,2,0,0,12/21
Tyler Huntley,BAL,2,2,1,0,0,3,0,0,12/21
Harold Fannin Jr.,CLE,1,1,1,1,1,1,0,0,12/21
Julius Chestnut,TEN,1,1,1,0,1,1,0,0,12/21
AJ Barner,SEA,1,1,1,0,1,1,0,0,12/21
Jakobi Meyers,JAX,1,1,1,0,0,1,0,0,12/21
Ke'Shawn Williams,CIN,1,1,1,0,0,1,0,0,12/21
Jalen McMillan,TB,1,1,1,0,0,1,0,0,12/21
Josh Johnson,WAS,1,0,0,0,0,0,1,0,12/21
Kalel Mullings,TEN,1,0,0,0,0,0,0,0,12/21
C.J. Stroud,HOU,4,0,0,0,0,2,1,0,12/21
Hunter Luepke,DAL,1,0,0,0,0,0,0,0,12/21
Xavier Worthy,KC,1,0,0,0,0,0,0,0,12/21
Ollie Gordon II,MIA,1,-1,-1,0,0,-1,0,0,12/21
Marcus Mariota,WAS,1,-1,-1,0,0,-1,0,0,12/21
Isaiah Bond,CLE,1,-1,-1,0,0,-1,0,0,12/21
Jared Goff,DET,1,-1,-1,0,0,-1,0,0,12/21
Tanner McKee,PHI,2,-2,-1,0,0,-1,0,0,12/21
Kirk Cousins,ATL,5,-3,-0.6,1,2,2,1,1,12/21
Dare Ogunbowale,HOU,1,-3,-3,0,0,-3,0,0,12/21
Max Brosmer,MIN,3,-3,-1,0,0,-1,0,0,12/21
Mac Jones,SF,3,-3,-1,0,0,-1,0,0,12/21
TreVeyon Henderson,NE,14,148,10.6,2,5,65,0,0,12/14
James Cook III,BUF,22,107,4.9,2,4,12,0,0,12/14
Tony Pollard,TEN,14,104,7.4,1,4,22,0,0,12/14
Jawhar Jordan,HOU,15,101,6.7,0,4,50,0,0,12/14
Derrick Henry,BAL,11,100,9.1,0,4,29,0,0,12/14
D'Andre Swift,CHI,18,98,5.4,2,6,17,0,0,12/14
Jacory Croskey-Merritt,WAS,18,96,5.3,1,7,16,1,0,12/14
Bijan Robinson,ATL,19,93,4.9,1,5,14,1,1,12/14
Javonte Williams,DAL,15,91,6.1,1,7,21,0,0,12/14
Jonathan Taylor,IND,25,87,3.5,0,5,11,0,0,12/14
Kenneth Gainwell,PIT,13,80,6.2,0,3,38,0,0,12/14
Kyren Williams,LAR,15,78,5.2,2,4,19,0,0,12/14
Saquon Barkley,PHI,22,78,3.5,1,4,17,0,0,12/14
Christian McCaffrey,SF,22,73,3.3,1,2,9,0,0,12/14
Josh Jacobs,GB,12,73,6.1,1,3,40,0,0,12/14
Blake Corum,LAR,11,71,6.5,1,4,24,0,0,12/14
Tyrone Tracy Jr.,NYG,15,70,4.7,1,5,12,0,0,12/14
Keaton Mitchell,BAL,8,66,8.3,0,3,22,0,0,12/14
RJ Harvey,DEN,19,65,3.4,1,2,8,1,1,12/14
Jaxson Dart,NYG,9,63,7,0,2,29,1,0,12/14
Omarion Hampton,LAC,15,61,4.1,0,5,26,0,0,12/14
Bucky Irving,TB,16,60,3.8,0,3,16,0,0,12/14
De'Von Achane,MIA,12,60,5,0,1,15,0,0,12/14
Isaiah Davis,NYJ,9,58,6.4,1,2,24,0,0,12/14
Tank Bigsby,PHI,17,57,3.4,0,3,13,0,0,12/14
Michael Carter,ARI,14,56,4,0,4,8,0,0,12/14
Chase Brown,CIN,13,53,4.1,0,3,10,0,0,12/14
Trevor Lawrence,JAX,5,51,10.2,1,3,20,0,0,12/14
Rhamondre Stevenson,NE,6,50,8.3,0,4,15,0,0,12/14
Rico Dowdle,CAR,16,49,3.1,1,2,8,0,0,12/14
Bryce Young,CAR,7,49,7,0,3,15,0,0,12/14
Josh Allen,BUF,11,48,4.4,0,4,20,0,0,12/14
Brock Purdy,SF,7,44,6.3,0,4,26,1,1,12/14
Marcus Mariota,WAS,10,43,4.3,0,0,11,2,1,12/14
Drake Maye,NE,4,43,10.8,2,4,17,0,0,12/14
Samaje Perine,CIN,14,42,3,0,3,8,1,0,12/14
Jalen Hurts,PHI,7,39,5.6,0,4,13,0,0,12/14
Brady Cook,NYJ,6,39,6.5,0,2,12,0,0,12/14
Jahmyr Gibbs,DET,13,38,2.9,0,0,6,0,0,12/14
Ashton Jeanty,LV,9,35,3.9,0,1,11,0,0,12/14
Aaron Jones Sr.,MIN,12,34,2.8,0,3,16,0,0,12/14
Tyjae Spears,TEN,3,34,11.3,0,3,20,0,0,12/14
Kimani Vidal,LAC,12,33,2.8,0,1,8,0,0,12/14
Kyle Monangai,CHI,11,33,3,0,1,9,0,0,12/14
