Player,Team,Rec,Tgt,Yds,Y/R,Long,1stD,TD,Fumb,FumL,Date
DJ Moore,CHI,1,4,7,7,7,0,0,0,0,12/28
Kenneth Walker III,SEA,2,2,6,3,6,0,0,1,0,12/28
Chuba Hubbard,CAR,3,3,6,2,8,1,0,1,1,12/28
Jake Ferguson,DAL,1,2,6,6,6,1,1,0,0,12/28
Brian Robinson Jr.,SF,1,1,6,6,6,1,0,0,0,12/28
Cooper Kupp,SEA,1,3,6,6,6,1,0,0,0,12/28
Tommy Tremble,CAR,1,1,6,6,6,0,0,0,0,12/28
Tetairoa McMillan,CAR,1,4,5,5,5,0,0,0,0,12/28
Brashard Smith,KC,3,4,5,1.7,5,1,1,0,0,12/28
Kalif Raymond,DET,1,2,5,5,5,0,0,0,0,12/28
Ke'Shawn Williams,CIN,1,1,5,5,5,0,0,0,0,12/28
Puka Nacua,LAR,12,16,225,18.8,58,7,2,0,0,12/21
Chris Olave,NO,10,16,148,14.8,38,7,2,0,0,12/21
Parker Washington,JAX,6,10,145,24.2,63,5,1,0,0,12/21
Stefon Diggs,NE,9,10,138,15.3,33,7,0,0,0,12/21
George Pickens,DAL,7,9,130,18.6,38,5,1,0,0,12/21
George Kittle,SF,7,8,115,16.4,26,7,1,0,0,12/21
Ja'Marr Chase,CIN,9,11,109,12.1,36,6,0,0,0,12/21
Quentin Johnston,LAC,4,5,104,26,50,3,1,0,0,12/21
DJ Moore,CHI,5,7,97,19.4,46,3,1,0,0,12/21
Jaxon Smith-Njigba,SEA,8,13,96,12,27,5,1,0,0,12/21
A.J. Brown,PHI,9,12,95,10.6,24,6,0,0,0,12/21
Bijan Robinson,ATL,7,11,92,13.1,41,3,1,0,0,12/21
Elijah Higgins,ARI,7,8,91,13,25,4,0,0,0,12/21
Juwan Johnson,NO,8,9,89,11.1,31,4,0,0,0,12/21
Courtland Sutton,DEN,6,12,86,14.3,21,5,1,0,0,12/21
Alec Pierce,IND,4,4,86,21.5,33,4,2,0,0,12/21
Justin Jefferson,MIN,6,8,85,14.2,21,4,0,0,0,12/21
Zay Flowers,BAL,7,7,84,12,19,4,0,1,1,12/21
Romeo Doubs,GB,5,6,84,16.8,33,4,1,0,0,12/21
Kenneth Gainwell,PIT,5,7,78,15.6,45,2,1,0,0,12/21
Tetairoa McMillan,CAR,6,10,73,12.2,22,4,1,0,0,12/21
Jaylen Waddle,MIA,5,9,72,14.4,21,4,0,1,0,12/21
RJ Harvey,DEN,4,5,71,17.8,32,3,0,0,0,12/21
Jauan Jennings,SF,5,6,71,14.2,21,5,1,0,0,12/21
Jameson Williams,DET,5,9,70,14,21,3,0,0,0,12/21
Mack Hollins,NE,7,9,69,9.9,20,3,0,0,0,12/21
Jahmyr Gibbs,DET,10,13,66,6.6,16,3,1,1,0,12/21
Troy Franklin,DEN,4,5,66,16.5,48,1,0,0,0,12/21
Josh Downs,IND,5,9,65,13,18,4,0,0,0,12/21
Kenneth Walker III,SEA,3,3,64,21.3,46,2,0,0,0,12/21
Kalif Raymond,DET,4,5,62,15.5,27,4,1,0,0,12/21
Ashton Jeanty,LV,1,2,60,60,60,1,1,0,0,12/21
Nico Collins,HOU,4,9,59,14.8,24,3,0,0,0,12/21
Elic Ayomanor,TEN,3,4,58,19.3,25,2,0,0,0,12/21
Xavier Smith,LAR,2,2,57,28.5,48,2,0,0,0,12/21
Kyle Pitts Sr.,ATL,7,9,57,8.1,12,5,1,0,0,12/21
Tre' Harris,LAC,4,5,54,13.5,23,3,0,0,0,12/21
Amon-Ra St. Brown,DET,4,9,54,13.5,24,2,0,0,0,12/21
Terry McLaurin,WAS,3,4,53,17.7,40,3,0,0,0,12/21
Tyjae Spears,TEN,5,5,53,10.6,34,2,0,0,0,12/21
Tee Higgins,CIN,3,3,53,17.7,35,2,1,0,0,12/21
Isaac TeSlaa,DET,4,7,52,13,20,3,1,0,0,12/21
Isaiah Davis,NYJ,4,4,52,13,25,2,0,0,0,12/21
Michael Wilson,ARI,2,3,52,26,32,2,1,0,0,12/21
CeeDee Lamb,DAL,6,7,51,8.5,18,3,0,0,0,12/21
AJ Barner,SEA,4,6,49,12.3,26,2,1,0,0,12/21
Adam Thielen,PIT,4,4,49,12.3,17,3,0,0,0,12/21
Jalen Coker,CAR,3,5,47,15.7,34,2,0,0,0,12/21
Greg Dulcich,MIA,3,3,46,15.3,29,1,0,1,1,12/21
Kyle Williams,NE,2,3,46,23,37,1,1,0,0,12/21
Jakobi Meyers,JAX,4,8,45,11.3,25,2,0,0,0,12/21
Keenan Allen,LAC,5,5,44,8.8,12,4,0,0,0,12/21
Chig Okonkwo,TEN,6,8,44,7.3,15,3,1,0,0,12/21
Kyle Monangai,CHI,3,4,43,14.3,34,1,0,0,0,12/21
Ladd McConkey,LAC,4,6,43,10.8,25,2,1,0,0,12/21
Chase Brown,CIN,4,4,43,10.8,23,3,2,0,0,12/21
Adonai Mitchell,NYJ,3,6,43,14.3,26,1,0,0,0,12/21
Tre Tucker,LV,4,5,43,10.8,14,2,0,0,0,12/21
Jack Bech,LV,2,3,43,21.5,37,1,0,0,0,12/21
Pat Bryant,DEN,5,8,42,8.4,13,2,0,0,0,12/21
DeVonta Smith,PHI,6,8,42,7,16,3,1,0,0,12/21
DK Metcalf,PIT,4,9,42,10.5,20,2,0,0,0,12/21
Isiah Pacheco,KC,6,7,41,6.8,31,1,0,0,0,12/21
Xavier Worthy,KC,2,3,41,20.5,28,2,0,0,0,12/21
DeAndre Hopkins,BAL,4,5,41,10.3,16,3,0,0,0,12/21
Konata Mumpfield,LAR,3,8,40,13.3,19,3,0,0,0,12/21
Anthony Firkser,DET,4,4,40,10,18,3,0,0,0,12/21
Chimere Dike,TEN,3,5,40,13.3,30,3,1,0,0,12/21
Darren Waller,MIA,3,5,40,13.3,22,3,0,0,0,12/21
Emeka Egbuka,TB,1,2,40,40,40,1,0,0,0,12/21
Cooper Kupp,SEA,3,4,39,13,21,1,0,1,1,12/21
Brenton Strange,JAX,5,7,39,7.8,23,2,1,0,0,12/21
Luke Musgrave,GB,3,3,38,12.7,26,2,0,0,0,12/21
Trayveon Williams,CLE,4,4,38,9.5,26,2,0,0,0,12/21
Christian Kirk,HOU,3,5,37,12.3,21,2,0,0,0,12/21
Darnell Washington,PIT,3,4,36,12,18,2,0,1,1,12/21
Taysom Hill,NO,4,6,36,9,17,1,0,1,1,12/21
Evan Engram,DEN,2,4,36,18,33,1,0,0,0,12/21
Jayden Reed,GB,3,3,35,11.7,31,1,0,0,0,12/21
Deebo Samuel,WAS,3,4,35,11.7,20,2,0,0,0,12/21
Mike Gesicki,CIN,3,4,35,11.7,17,2,1,0,0,12/21
Hunter Henry,NE,6,7,35,5.8,13,3,1,0,0,12/21
Dalton Schultz,HOU,5,5,35,7,10,2,1,0,0,12/21
Harold Fannin Jr.,CLE,4,6,34,8.5,13,2,1,0,0,12/21
Davis Allen,LAR,2,5,34,17,27,1,0,0,0,12/21
Khalil Shakir,BUF,4,5,34,8.5,18,1,0,0,0,12/21
Stone Smartt,NYJ,5,5,34,6.8,17,1,0,0,0,12/21
Austin Hooper,NE,2,4,34,17,26,1,0,0,0,12/21
Terrance Ferguson,LAR,3,4,33,11,27,2,1,0,0,12/21
Olamide Zaccheaus,CHI,2,5,33,16.5,27,1,0,0,0,12/21
Brock Bowers,LV,5,5,33,6.6,13,2,1,0,0,12/21
Jonathan Taylor,IND,3,3,33,11,19,1,0,0,0,12/21
Dallas Goedert,PHI,3,3,32,10.7,15,1,1,0,0,12/21
Theo Wease Jr.,MIA,2,4,32,16,18,2,0,0,0,12/21
Michael Pittman Jr.,IND,4,5,32,8,14,1,0,0,0,12/21
Drew Sample,CIN,2,2,31,15.5,27,1,0,0,0,12/21
Mike Evans,TB,5,9,31,6.2,12,2,1,0,0,12/21
Treylon Burks,WAS,2,5,30,15,24,1,0,0,0,12/21
Colston Loveland,CHI,3,4,30,10,14,2,0,0,0,12/21
Chris Godwin Jr.,TB,5,6,30,6,13,3,0,0,0,12/21
Tyler Warren,IND,3,9,30,10,19,1,0,0,0,12/21
Quinshon Judkins,CLE,5,6,29,5.8,16,2,0,0,0,12/21
Mason Tipton,NO,4,5,29,7.3,12,2,0,0,0,12/21
Christian McCaffrey,SF,6,8,29,4.8,10,3,2,0,0,12/21
Will Dissly,LAC,3,3,28,9.3,15,2,0,0,0,12/21
Drake London,ATL,3,8,27,9,12,2,0,0,0,12/21
Trey McBride,ARI,4,8,27,6.8,10,1,0,0,0,12/21
Rhamondre Stevenson,NE,2,3,27,13.5,23,1,0,0,0,12/21
Kendrick Bourne,SF,3,5,27,9,14,2,0,0,0,12/21
Jackson Hawes,BUF,2,2,26,13,18,1,0,0,0,12/21
Marvin Mims Jr.,DEN,3,3,26,8.7,26,1,0,0,0,12/21
Jordan Addison,MIN,2,3,26,13,20,1,0,0,0,12/21
Isaiah Williams,NYJ,4,4,25,6.3,12,1,0,0,0,12/21
Van Jefferson,TEN,2,2,24,12,15,1,0,0,0,12/21
Darnell Mooney,ATL,2,2,24,12,17,1,0,0,0,12/21
Malik Washington,MIA,1,1,23,23,23,1,0,0,0,12/21
Mitchell Evans,CAR,3,3,23,7.7,10,1,0,0,0,12/21
Demarcus Robinson,SF,2,2,23,11.5,22,1,1,0,0,12/21
Skyy Moore,SF,1,1,23,23,23,1,0,0,0,12/21
Zach Charbonnet,SEA,4,4,22,5.5,13,1,0,0,0,12/21
Hollywood Brown,KC,3,3,22,7.3,18,1,0,0,0,12/21
Colby Parkinson,LAR,2,4,21,10.5,16,0,0,0,0,12/21
Jahdae Walker,CHI,2,3,21,10.5,15,2,1,0,0,12/21
Tyrell Shavers,BUF,1,2,21,21,21,1,0,0,0,12/21
Andrei Iosivas,CIN,1,1,21,21,21,1,0,0,0,12/21
Mark Andrews,BAL,2,3,21,10.5,18,1,0,0,0,12/21
Ray Davis,BUF,2,2,20,10,14,1,0,0,0,12/21
Shane Zylstra,DET,3,5,20,6.7,11,1,0,0,0,12/21
Pat Freiermuth,PIT,4,4,20,5,11,1,0,0,0,12/21
Jordan Whittington,LAR,1,1,19,19,19,1,0,0,0,12/21
Jake Ferguson,DAL,3,4,19,6.3,8,2,0,0,0,12/21
Scotty Miller,PIT,3,3,19,6.3,9,2,0,0,0,12/21
Josh Oliver,MIN,2,3,19,9.5,12,1,0,0,0,12/21
Wan'Dale Robinson,NYG,3,6,19,6.3,14,0,0,0,0,12/21
Xavier Weaver,ARI,2,2,19,9.5,13,1,0,0,0,12/21
Ryan Flournoy,DAL,2,2,18,9,13,2,1,0,0,12/21
Brian Thomas Jr.,JAX,2,3,18,9,9,1,0,0,0,12/21
Jaylen Wright,MIA,1,2,18,18,18,1,0,0,0,12/21
Kevin Austin Jr.,NO,2,3,18,9,15,1,0,0,0,12/21
Charlie Kolar,BAL,1,1,18,18,18,1,0,0,0,12/21
Christian Watson,GB,2,6,17,8.5,10,2,0,0,0,12/21
James Cook III,BUF,1,2,17,17,17,1,0,0,0,12/21
Audric Estime,NO,3,4,17,5.7,12,1,0,0,0,12/21
Jawhar Jordan,HOU,5,5,17,3.4,9,1,0,0,0,12/21
Jayden Higgins,HOU,1,3,17,17,17,1,0,0,0,12/21
Travis Etienne Jr.,JAX,4,5,16,4,10,1,1,0,0,12/21
Kayshon Boutte,NE,1,3,16,16,16,1,0,0,0,12/21
Samaje Perine,CIN,2,3,16,8,8,1,0,0,0,12/21
Mo Alie-Cox,IND,2,2,16,8,8,0,0,0,0,12/21
Kyren Williams,LAR,3,6,15,5,6,0,0,0,0,12/21
Rachaad White,TB,2,2,15,7.5,13,1,0,0,0,12/21
Cade Otton,TB,2,2,15,7.5,9,1,0,0,0,12/21
Jalen McMillan,TB,2,3,15,7.5,10,1,0,0,0,12/21
Cole Kmet,CHI,2,3,14,7,11,1,0,0,0,12/21
KaVontae Turpin,DAL,2,4,14,7,7,0,0,0,0,12/21
Hunter Luepke,DAL,1,2,14,14,14,1,0,0,0,12/21
Adam Trautman,DEN,2,3,14,7,8,0,0,0,0,12/21
Jeremy Ruckert,NYJ,2,3,14,7,10,0,0,0,0,12/21
Marvin Harrison Jr.,ARI,1,3,14,14,14,1,0,0,0,12/21
Rico Dowdle,CAR,4,6,14,3.5,8,0,0,0,0,12/21
Blake Corum,LAR,1,2,13,13,13,1,0,0,0,12/21
Jahan Dotson,PHI,3,3,13,4.3,6,1,0,0,0,12/21
Josh Jacobs,GB,2,2,12,6,8,0,0,1,1,12/21
D'Andre Swift,CHI,2,2,12,6,8,0,0,0,0,12/21
Dontayvion Wicks,GB,2,2,12,6,6,1,0,0,0,12/21
Jerry Jeudy,CLE,3,4,12,4,7,0,0,0,0,12/21
JuJu Smith-Schuster,KC,1,4,12,12,12,1,0,0,0,12/21
Xavier Legette,CAR,1,3,12,12,12,1,0,0,0,12/21
Malachi Corley,CLE,2,4,11,5.5,11,2,0,0,0,12/21
Tim Patrick,JAX,1,1,11,11,11,1,0,0,0,12/21
Cedrick Wilson Jr.,MIA,1,1,11,11,11,1,0,0,0,12/21
Drew Ogletree,IND,1,2,11,11,11,1,0,0,0,12/21
Michael Mayer,LV,1,3,10,10,10,1,0,1,0,12/21
Dawson Knox,BUF,1,2,10,10,10,1,0,0,0,12/21
Omarion Hampton,LAC,1,2,10,10,10,0,0,0,0,12/21
KeAndre Lambert-Smith,LAC,1,1,10,10,10,1,0,0,0,12/21
Alec Ingold,MIA,1,1,9,9,9,1,0,0,0,12/21
Jeremy McNichols,WAS,2,3,9,4.5,6,1,0,0,0,12/21
Javonte Williams,DAL,2,3,9,4.5,5,0,0,0,0,12/21
Lil'Jordan Humphrey,DEN,1,2,9,9,9,1,0,0,0,12/21
Gunnar Helm,TEN,2,3,9,4.5,7,0,0,0,0,12/21
De'Von Achane,MIA,3,3,9,3,5,0,0,0,0,12/21
Breece Hall,NYJ,2,3,9,4.5,10,1,0,0,0,12/21
Ja'Tavion Sanders,CAR,2,2,9,4.5,6,1,1,0,0,12/21
TreVeyon Henderson,NE,1,1,9,9,9,0,0,0,0,12/21
Nick Chubb,HOU,1,1,9,9,9,0,0,0,0,12/21
Zavier Scott,MIN,1,1,8,8,8,1,0,0,0,12/21
Cedric Tillman,CLE,1,1,8,8,8,0,0,0,0,12/21
Calvin Austin III,PIT,1,1,8,8,8,1,0,0,0,12/21
Jaylen Warren,PIT,2,2,8,4,6,0,0,0,0,12/21
Aaron Jones Sr.,MIN,2,3,8,4,7,0,0,0,0,12/21
Darius Slayton,NYG,1,2,8,8,8,1,0,0,0,12/21
Jake Tonges,SF,1,2,7,7,7,1,0,0,0,12/21
Oronde Gadsden,LAC,1,1,7,7,7,0,0,0,0,12/21
Tyler Johnson,NYJ,1,1,7,7,7,0,0,0,0,12/21
Tyrone Tracy Jr.,NYG,2,2,7,3.5,4,0,0,0,0,12/21
Chuba Hubbard,CAR,1,1,7,7,7,0,0,0,0,12/21
Cade Stover,HOU,2,3,7,3.5,5,1,0,0,0,12/21
Chris Rodriguez Jr.,WAS,1,1,6,6,6,0,0,0,0,12/21
Marquez Valdes-Scantling,PIT,1,3,6,6,6,1,0,0,0,12/21
Puka Nacua,LAR,9,11,181,20.1,39,8,0,0,0,12/14
Kyle Pitts Sr.,ATL,11,12,166,15.1,36,8,3,0,0,12/14
Amon-Ra St. Brown,DET,13,18,164,12.6,52,9,2,0,0,12/14
Jameson Williams,DET,7,10,134,19.1,31,6,1,0,0,12/14
Trey McBride,ARI,12,13,134,11.2,21,8,2,0,0,12/14
Mike Evans,TB,6,12,132,22,45,6,0,0,0,12/14
Ja'Marr Chase,CIN,10,16,132,13.2,34,5,0,0,0,12/14
Courtland Sutton,DEN,7,10,113,16.1,42,5,1,0,0,12/14
Jaxon Smith-Njigba,SEA,7,9,113,16.1,39,3,0,0,0,12/14
CeeDee Lamb,DAL,6,10,111,18.5,30,4,0,0,0,12/14
Ricky Pearsall,SF,6,7,96,16,38,5,0,0,0,12/14
Isaiah Bond,CLE,2,4,89,44.5,47,2,0,0,0,12/14
George Kittle,SF,8,9,88,11,24,5,1,0,0,12/14
Troy Franklin,DEN,6,6,85,14.2,23,4,1,0,0,12/14
Chris Olave,NO,6,9,85,14.2,18,5,1,0,0,12/14
Nico Collins,HOU,3,4,85,28.3,57,3,2,0,0,12/14
Luther Burden III,CHI,6,7,84,14,40,2,0,0,0,12/14
Bijan Robinson,ATL,8,11,82,10.3,21,4,0,1,1,12/14
David Sills V,ATL,6,10,78,13,21,4,0,0,0,12/14
Dalton Schultz,HOU,8,9,76,9.5,16,5,1,0,0,12/14
Colby Parkinson,LAR,5,7,75,15,26,5,2,0,0,12/14
Rashid Shaheed,SEA,5,7,74,14.8,27,3,0,0,0,12/14
Travis Etienne Jr.,JAX,3,4,73,24.3,45,3,3,0,0,12/14
Theo Johnson,NYG,3,4,72,24,42,2,0,0,0,12/14
Davante Adams,LAR,4,9,71,17.8,21,4,0,0,0,12/14
Jakobi Meyers,JAX,5,7,71,14.2,21,5,0,0,0,12/14
Travis Kelce,KC,7,9,70,10,17,5,0,0,0,12/14
Dallas Goedert,PHI,6,7,70,11.7,32,5,2,0,0,12/14
DJ Moore,CHI,4,5,69,17.3,25,4,2,0,0,12/14
Devaughn Vele,NO,5,6,69,13.8,17,4,0,0,0,12/14
Terry McLaurin,WAS,3,4,69,23,51,3,1,0,0,12/14
Zay Flowers,BAL,3,5,68,22.7,28,3,1,0,0,12/14
De'Von Achane,MIA,6,6,67,11.2,24,4,0,0,0,12/14
T.J. Hockenson,MIN,4,5,66,16.5,29,3,0,0,0,12/14
Jordan Addison,MIN,2,2,66,33,58,1,0,0,0,12/14
Brian Thomas Jr.,JAX,4,7,66,16.5,39,3,1,0,0,12/14
Darren Waller,MIA,7,8,66,9.4,20,5,2,0,0,12/14
Khalil Shakir,BUF,5,5,65,13,37,2,0,0,0,12/14
Emeka Egbuka,TB,4,7,64,16,23,4,0,0,0,12/14
Colston Loveland,CHI,4,5,63,15.8,24,4,0,0,0,12/14
Oronde Gadsden,LAC,4,5,61,15.3,27,4,0,0,0,12/14
Jalen Coker,CAR,4,4,60,15,32,3,1,1,1,12/14
Adonai Mitchell,NYJ,6,9,58,9.7,21,4,1,0,0,12/14
Matthew Golden,GB,3,4,55,18.3,27,3,0,0,0,12/14
Jayden Reed,GB,5,6,55,11,29,2,0,0,0,12/14
DK Metcalf,PIT,3,3,55,18.3,28,2,1,0,0,12/14
Wan'Dale Robinson,NYG,5,10,54,10.8,17,3,1,0,0,12/14
Michael Wilson,ARI,5,11,54,10.8,17,3,1,0,0,12/14
Darius Slayton,NYG,4,10,53,13.3,19,3,0,0,0,12/14
Isaiah Williams,NYJ,6,7,53,8.8,25,4,0,0,0,12/14
Parker Washington,JAX,3,3,53,17.7,33,2,0,0,0,12/14
Luke Musgrave,GB,4,6,52,13,26,2,0,0,0,12/14
Rashee Rice,KC,7,11,51,7.3,11,1,0,0,0,12/14
DeVonta Smith,PHI,2,2,50,25,44,2,0,0,0,12/14
Tre' Harris,LAC,3,5,49,16.3,37,1,0,0,0,12/14
Gunnar Helm,TEN,4,4,49,12.3,34,2,1,0,0,12/14
Harold Fannin Jr.,CLE,7,14,48,6.9,13,2,0,0,0,12/14
Jalen Nailor,MIN,3,5,47,15.7,23,3,2,0,0,12/14
Tyquan Thornton,KC,2,3,47,23.5,26,1,0,0,0,12/14
Cooper Kupp,SEA,5,7,46,9.2,16,1,0,0,0,12/14
Greg Dulcich,MIA,2,2,46,23,29,2,0,0,0,12/14
Kenneth Gainwell,PIT,7,7,46,6.6,10,3,0,0,0,12/14
Pat Freiermuth,PIT,3,5,45,15,22,2,0,0,0,12/14
Deebo Samuel,WAS,3,5,43,14.3,18,3,0,0,0,12/14
Van Jefferson,TEN,1,5,43,43,43,1,0,0,0,12/14
Lil'Jordan Humphrey,DEN,3,4,42,14,22,3,1,0,0,12/14
Mack Hollins,NE,4,8,41,10.3,18,2,0,1,0,12/14
A.J. Brown,PHI,2,2,41,20.5,27,2,1,0,0,12/14
Ryan Flournoy,DAL,4,5,40,10,19,3,0,0,0,12/14
Audric Estime,NO,3,3,39,13,19,1,0,0,0,12/14
Xavier Legette,CAR,2,3,39,19.5,34,1,0,0,0,12/14
Jalen McMillan,TB,2,2,38,19,19,2,0,0,0,12/14
Michael Carter,ARI,4,4,38,9.5,14,2,0,0,0,12/14
Chase Brown,CIN,7,7,37,5.3,9,2,0,0,0,12/14
Dawson Knox,BUF,3,4,37,12.3,19,3,2,0,0,12/14
Jauan Jennings,SF,3,5,37,12.3,20,3,2,0,0,12/14
Keenan Allen,LAC,5,7,36,7.2,12,2,0,1,0,12/14
Romeo Doubs,GB,2,3,36,18,26,2,0,0,0,12/14
Ben Sinnott,WAS,1,1,36,36,36,1,0,0,0,12/14
Demarcus Robinson,SF,2,2,36,18,30,2,0,0,0,12/14
Darnell Mooney,ATL,3,6,35,11.7,16,3,0,1,0,12/14
Xavier Worthy,KC,2,4,35,17.5,26,1,0,0,0,12/14
Daniel Bellinger,NYG,3,4,35,11.7,13,3,0,0,0,12/14
Dalton Kincaid,BUF,3,4,34,11.3,24,1,0,0,0,12/14
George Pickens,DAL,3,6,33,11,17,2,0,0,0,12/14
Kevin Austin Jr.,NO,3,5,33,11,18,2,0,0,0,12/14
Chig Okonkwo,TEN,4,6,33,8.3,17,2,0,0,0,12/14
Ameer Abdullah,IND,5,5,32,6.4,14,2,0,0,0,12/14
Dare Ogunbowale,HOU,3,4,32,10.7,18,2,0,0,0,12/14
DeAndre Hopkins,BAL,1,1,32,32,32,1,0,0,0,12/14
Rasheen Ali,BAL,2,2,32,16,30,1,1,0,0,12/14
Aaron Jones Sr.,MIN,3,3,31,10.3,18,1,0,0,0,12/14
Kayshon Boutte,NE,1,1,30,30,30,1,0,0,0,12/14
Juwan Johnson,NO,4,4,30,7.5,12,2,0,0,0,12/14
Christian Watson,GB,3,5,29,9.7,19,1,0,0,0,12/14
Luke Schoonmaker,DAL,1,1,29,29,29,1,0,0,0,12/14
Marvin Mims Jr.,DEN,4,6,29,7.3,11,2,0,0,0,12/14
Darius Cooper,PHI,2,2,29,14.5,16,2,0,0,0,12/14
Brock Bowers,LV,6,8,28,4.7,10,3,0,0,0,12/14
Cole Kmet,CHI,2,4,28,14,17,2,0,0,0,12/14
Noah Brown,WAS,1,1,28,28,28,1,0,0,0,12/14
Rhamondre Stevenson,NE,3,3,27,9,16,1,0,0,0,12/14
Tyrone Tracy Jr.,NYG,3,4,27,9,18,1,1,0,0,12/14
AJ Barner,SEA,3,6,27,9,15,2,0,0,0,12/14
Jaylen Waddle,MIA,2,4,26,13,16,2,0,0,0,12/14
Stefon Diggs,NE,3,4,26,8.7,16,1,0,0,0,12/14
Michael Pittman Jr.,IND,3,5,26,8.7,12,2,0,0,0,12/14
Brenton Strange,JAX,1,3,26,26,26,1,0,0,0,12/14
Julian Hill,MIA,2,2,25,12.5,20,2,0,0,0,12/14
Jonathan Mingo,DAL,1,1,25,25,25,1,0,0,0,12/14
Tetairoa McMillan,CAR,2,4,25,12.5,21,1,0,0,0,12/14
John Metchie III,NYJ,4,5,25,6.3,10,2,0,0,0,12/14
Darnell Washington,PIT,3,4,25,8.3,13,1,0,0,0,12/14
Jerry Jeudy,CLE,2,4,22,11,14,2,0,0,0,12/14
Justin Jefferson,MIN,2,8,22,11,12,2,0,0,0,12/14
Cade Stover,HOU,3,3,22,7.3,8,1,0,0,0,12/14
Chris Godwin Jr.,TB,4,5,20,5,8,2,1,0,0,12/14
Michael Bandy,DEN,1,1,20,20,20,1,1,0,0,12/14
Ladd McConkey,LAC,2,3,20,10,13,0,0,0,0,12/14
Kalif Raymond,DET,1,1,20,20,20,1,0,0,0,12/14
Jahmyr Gibbs,DET,4,7,20,5,15,1,0,0,0,12/14
Quintin Morris,JAX,2,2,20,10,13,1,0,0,0,12/14
Jalen Brooks,ARI,1,3,19,19,19,1,0,1,1,12/14
Josh Jacobs,GB,2,3,19,9.5,14,1,1,0,0,12/14
John Bates,WAS,1,1,19,19,19,1,0,0,0,12/14
Tyler Warren,IND,3,6,19,6.3,17,1,0,0,0,12/14
Marquez Valdes-Scantling,PIT,1,1,19,19,19,1,1,0,0,12/14
Josh Oliver,MIN,1,1,18,18,18,1,0,0,0,12/14
Mark Andrews,BAL,2,3,18,9,14,1,0,0,0,12/14
John FitzPatrick,GB,3,4,18,6,6,1,0,0,0,12/14
Hunter Henry,NE,1,3,18,18,18,1,0,0,0,12/14
Jack Bech,LV,2,3,17,8.5,10,0,0,0,0,12/14
Chimere Dike,TEN,4,5,17,4.3,8,0,0,0,0,12/14
Elic Ayomanor,TEN,1,1,17,17,17,1,0,0,0,12/14
Kendrick Bourne,SF,2,3,17,8.5,11,1,0,0,0,12/14
Jawhar Jordan,HOU,2,2,17,8.5,14,1,0,0,0,12/14
Jeremy McNichols,WAS,1,1,16,16,16,1,0,1,1,12/14
Tanner Hudson,CIN,3,5,16,5.3,8,1,0,0,0,12/14
Mitch Tinsley,CIN,1,2,16,16,16,1,0,0,0,12/14
Jake Ferguson,DAL,2,4,16,8,9,0,0,0,0,12/14
Malik Davis,DAL,2,3,16,8,10,0,0,0,0,12/14
KeAndre Lambert-Smith,LAC,1,1,16,16,16,1,1,0,0,12/14
Davis Allen,LAR,3,4,16,5.3,7,2,0,0,0,12/14
Joshua Palmer,BUF,1,2,16,16,16,1,0,0,0,12/14
Alec Pierce,IND,1,1,16,16,16,1,0,0,0,12/14
Bhayshul Tuten,JAX,1,1,16,16,16,1,1,0,0,12/14
Xavier Hutchinson,HOU,1,2,16,16,16,1,0,0,0,12/14
Kimani Vidal,LAC,1,1,15,15,15,1,0,0,0,12/14
Ty Johnson,BUF,3,3,15,5,12,1,0,0,0,12/14
Jaylen Warren,PIT,3,3,15,5,10,1,0,0,0,12/14
Christian McCaffrey,SF,1,1,14,14,14,1,0,0,0,12/14
Hunter Luepke,DAL,2,2,14,7,11,1,0,0,0,12/14
Saquon Barkley,PHI,2,3,14,7,8,0,0,0,0,12/14
Jonathan Taylor,IND,3,4,14,4.7,7,1,0,0,0,12/14
Breece Hall,NYJ,2,2,14,7,9,0,0,0,0,12/14
Ray Davis,BUF,1,1,13,13,13,1,0,0,0,12/14
TreVeyon Henderson,NE,2,3,13,6.5,7,0,0,0,0,12/14
Tommy Tremble,CAR,2,4,13,6.5,8,1,0,0,0,12/14
Josh Downs,IND,3,5,13,4.3,8,1,1,0,0,12/14
Jeremy Ruckert,NYJ,2,2,13,6.5,10,1,0,0,0,12/14
Charlie Woerner,ATL,2,2,12,6,8,0,0,0,0,12/14
Drew Sample,CIN,2,2,12,6,7,0,0,0,0,12/14
Evan Engram,DEN,1,3,12,12,12,0,0,0,0,12/14
Jonnu Smith,PIT,2,2,12,6,10,1,0,0,0,12/14
Bucky Irving,TB,1,3,11,11,11,1,0,0,0,12/14
Mike Gesicki,CIN,1,2,11,11,11,1,0,0,0,12/14
Malachi Corley,CLE,1,1,10,10,10,1,0,0,0,12/14
KaVontae Turpin,DAL,2,2,10,5,9,0,0,0,0,12/14
Kyren Williams,LAR,1,1,10,10,10,1,0,0,0,12/14
Tyler Lockett,LV,2,4,10,5,7,1,0,0,0,12/14
Malik Washington,MIA,1,1,10,10,10,0,0,0,0,12/14
Eric Saubert,SEA,1,1,9,9,9,0,0,0,0,12/14
Scott Matlock,LAC,2,2,9,4.5,5,0,0,0,0,12/14
Tutu Atwell,LAR,1,2,9,9,9,0,0,0,0,12/14
Jackson Hawes,BUF,1,1,9,9,9,1,0,0,0,12/14
Chuba Hubbard,CAR,1,1,9,9,9,1,0,0,0,12/14
Jaylen Wright,MIA,1,1,9,9,9,0,0,0,0,12/14
